,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
1850,47.49305,35.62191,335.02,0.36,0.57,2022-12-03,930,1,nominal,2.0NRT,273.48,3.73,D
1856,48.3544,33.76049,329.92,0.4,0.6,2022-12-03,930,1,nominal,2.0NRT,271.81,2.38,D
1857,48.56809,34.25186,339.66,0.38,0.59,2022-12-03,930,1,nominal,2.0NRT,267.87,4.35,D
1858,48.56538,34.25085,346.55,0.38,0.59,2022-12-03,930,1,nominal,2.0NRT,269.15,4.37,D
1859,49.19845,34.5355,343.58,0.35,0.57,2022-12-03,930,1,nominal,2.0NRT,268.18,4.97,D
1860,49.20454,34.53668,348.08,0.35,0.57,2022-12-03,930,1,nominal,2.0NRT,268.38,4.6,D
1861,49.20325,34.53223,342.02,0.35,0.57,2022-12-03,930,1,nominal,2.0NRT,270.24,4.6,D
1862,49.20195,34.52778,333.5,0.35,0.57,2022-12-03,930,1,nominal,2.0NRT,269.6,5.08,D
1920,47.29591,35.40992,326.76,0.6,0.53,2022-12-03,1110,1,nominal,2.0NRT,273.17,3.41,D
1921,47.77018,36.87408,338,0.35,0.57,2022-12-03,1110,1,nominal,2.0NRT,272.78,2.85,D
1922,47.76999,36.86934,329.97,0.35,0.57,2022-12-03,1110,1,nominal,2.0NRT,273.64,2.85,D
1923,49.19654,34.53354,343.38,0.56,0.52,2022-12-03,1110,1,nominal,2.0NRT,270.98,5.94,D
1924,49.20178,34.54077,344.03,0.56,0.52,2022-12-03,1110,1,nominal,2.0NRT,271.08,8.3,D
1925,49.19647,34.53431,345.74,0.56,0.52,2022-12-03,1110,1,nominal,2.0NRT,271.38,6.85,D
1926,49.20167,34.54154,344.01,0.56,0.52,2022-12-03,1110,1,nominal,2.0NRT,271.46,6.02,D
1927,49.20603,34.53312,325.48,0.56,0.52,2022-12-03,1110,1,nominal,2.0NRT,268.29,6.02,D
6078,48.46059,38.77292,329.21,0.39,0.36,2022-12-03,2324,1,nominal,2.0NRT,265.51,2.9,N
