,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
1,49.12031,38.0971,302.3,0.54,0.68,2022-11-03,45,1,nominal,2.0NRT,272.02,1,N
2,49.12056,38.09826,301.28,0.54,0.68,2022-11-03,45,1,nominal,2.0NRT,271.76,1.11,N
3,50.31053,33.90105,329.39,0.33,0.55,2022-11-03,45,1,nominal,2.0NRT,273.08,2.82,N
4,48.52038,34.63088,301.71,0.41,0.6,2022-11-03,45,1,nominal,2.0NRT,275.48,1.43,N
5,48.74725,26.60625,298.93,0.56,0.43,2022-11-03,45,1,nominal,2.0NRT,273.45,1.08,N
6,45.51926,29.48865,295.39,0.6,0.53,2022-11-03,48,1,nominal,2.0NRT,278,0.73,N
5295,45.32411,28.84638,339.05,0.5,0.41,2022-11-03,1032,1,nominal,2.0NRT,294.62,39.23,D
5296,45.32771,28.84492,306.9,0.5,0.41,2022-11-03,1032,1,low,2.0NRT,312.42,39.23,D
5297,45.33899,28.69938,331.08,0.5,0.41,2022-11-03,1032,1,nominal,2.0NRT,292.75,12.08,D
5298,45.50235,29.48761,326.51,0.47,0.39,2022-11-03,1032,1,nominal,2.0NRT,294.74,2.78,D
5300,46.79939,35.58432,328.8,0.4,0.37,2022-11-03,1032,1,nominal,2.0NRT,290.03,2.38,D
5301,46.77253,35.38902,328.74,0.39,0.37,2022-11-03,1032,1,nominal,2.0NRT,287.29,2.01,D
5305,47.92506,29.50737,339.59,0.43,0.38,2022-11-03,1034,1,nominal,2.0NRT,286.6,3.88,D
5306,47.92846,29.50599,329.34,0.43,0.38,2022-11-03,1034,1,nominal,2.0NRT,285.47,4.51,D
5307,47.92964,29.50407,335.38,0.43,0.38,2022-11-03,1034,1,nominal,2.0NRT,285.97,6.06,D
5308,48.04418,29.78615,344.73,0.42,0.38,2022-11-03,1034,1,nominal,2.0NRT,294.31,15.65,D
5309,48.04316,29.78064,328.76,0.42,0.38,2022-11-03,1034,1,nominal,2.0NRT,285.66,10.28,D
5310,48.08685,29.49717,327.1,0.43,0.38,2022-11-03,1034,1,nominal,2.0NRT,286.99,2.4,D
7159,45.34655,28.70428,304.87,0.77,0.78,2022-11-03,2248,1,nominal,2.0NRT,274.9,3.21,N
7160,45.34502,28.6995,309.71,0.77,0.78,2022-11-03,2248,1,nominal,2.0NRT,274.56,2.44,N
8199,48.74785,26.60539,305.29,0.4,0.37,2022-11-04,28,1,nominal,2.0NRT,277.25,1.47,N
8206,45.34642,28.71058,331.71,0.52,0.41,2022-11-04,28,1,nominal,2.0NRT,280.52,10.06,N
