,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
13981,49.16156,37.03798,334.17,0.55,0.51,2022-04-23,932,1,VIIRS,n,2.0NRT,288.92,5.26,D
13982,49.15083,37.06252,330.72,0.55,0.51,2022-04-23,932,1,VIIRS,n,2.0NRT,287.55,4.43,D
13983,49.16439,37.03696,326.57,0.55,0.51,2022-04-23,932,1,VIIRS,n,2.0NRT,286.85,5.1,D
14008,50.2859,36.11845,343.55,0.55,0.51,2022-04-23,932,1,VIIRS,n,2.0NRT,283.91,6.15,D
15589,45.48606,29.4203,336.14,0.47,0.4,2022-04-23,1110,1,VIIRS,n,2.0NRT,294.81,10.37,D
15590,45.48557,29.4182,333.15,0.47,0.4,2022-04-23,1110,1,VIIRS,n,2.0NRT,294.24,9.55,D
15591,46.02119,28.99099,326.29,0.46,0.39,2022-04-23,1110,1,VIIRS,n,2.0NRT,279.37,4.13,D
15592,46.02479,28.99014,333.03,0.46,0.39,2022-04-23,1110,1,VIIRS,n,2.0NRT,277.4,4.13,D
15622,47.50859,30.08893,336.17,0.53,0.42,2022-04-23,1113,1,VIIRS,n,2.0NRT,276.08,7.56,D
15675,47.51241,30.08798,334.8,0.53,0.42,2022-04-23,1113,1,VIIRS,n,2.0NRT,275.26,5.85,D
34770,50.54374,26.25903,313.5,0.38,0.59,2022-04-23,2326,1,VIIRS,n,2.0NRT,277.3,1.49,N
34774,48.28814,38.0873,302.05,0.39,0.37,2022-04-23,2326,1,VIIRS,n,2.0NRT,276.7,0.48,N
34775,48.21394,38.24425,296.29,0.39,0.36,2022-04-23,2326,1,VIIRS,n,2.0NRT,265.31,0.69,N
34776,48.97469,24.70892,296.76,0.44,0.62,2022-04-23,2326,1,VIIRS,n,2.0NRT,274.34,0.9,N
34783,47.63424,34.3207,297.77,0.48,0.4,2022-04-23,2326,1,VIIRS,n,2.0NRT,276.51,0.53,N
