,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
2210,47.26852,37.65902,336.69,0.4,0.6,2022-10-22,917,1,nominal,2.0NRT,286.78,6.53,D
2211,47.27,37.66395,356.38,0.4,0.6,2022-10-22,917,1,low,2.0NRT,286.11,6.53,D
2212,46.78009,33.84929,328.66,0.61,0.71,2022-10-22,917,1,nominal,2.0NRT,284.37,4.91,D
2213,48.46534,38.76163,327.9,0.33,0.55,2022-10-22,917,1,nominal,2.0NRT,285.29,2.89,D
2321,49.02001,37.96014,336.79,0.34,0.56,2022-10-22,917,1,nominal,2.0NRT,280.73,2.2,D
2994,46.40498,34.58281,331.7,0.39,0.44,2022-10-22,1058,1,nominal,2.0NRT,289.93,2.9,D
2995,46.40451,34.57777,340.23,0.39,0.44,2022-10-22,1058,1,nominal,2.0NRT,290.06,4.25,D
2997,46.40899,34.58207,342.38,0.39,0.44,2022-10-22,1058,1,nominal,2.0NRT,289.43,4.47,D
2998,46.49757,34.38109,367,0.57,0.43,2022-10-22,1058,1,high,2.0NRT,297.25,21.07,D
2999,46.50154,34.38033,344.14,0.57,0.43,2022-10-22,1058,1,nominal,2.0NRT,291.34,21.07,D
3009,47.72141,37.21294,351.22,0.52,0.5,2022-10-22,1058,1,nominal,2.0NRT,281.03,30,D
3010,47.72029,37.21292,345.68,0.52,0.5,2022-10-22,1058,1,nominal,2.0NRT,277.76,31.7,D
3011,47.72491,37.21234,349.32,0.52,0.5,2022-10-22,1058,1,nominal,2.0NRT,289.83,31.7,D
3013,47.62851,34.32508,335.18,0.39,0.44,2022-10-22,1058,1,nominal,2.0NRT,270.78,2.88,D
3016,48.17853,28.45332,327.5,0.39,0.36,2022-10-22,1058,1,nominal,2.0NRT,282.07,1.82,D
3017,48.40994,27.18781,330.25,0.39,0.36,2022-10-22,1058,1,nominal,2.0NRT,291.05,1.95,D
5781,48.05935,37.95131,298.52,0.47,0.4,2022-10-22,2312,1,nominal,2.0NRT,274.94,0.98,N
5783,47.97797,37.81346,299.56,0.47,0.4,2022-10-22,2312,1,nominal,2.0NRT,277.48,0.82,N
